reference_key,product_id,category_id,product_name,barcode,description,is_active,source_item_code
pricecatcher:938791c40b10,,3,Large White Prawn (Between 20 And 30 Pcs Per Kilogram),,PriceCatcher item used for public reference-price matching.,1,pricecatcher:1919
pricecatcher:5d86fae56a8f,,3,Red Tilapia (Between 2 And 5 Fish Per Kilogram),,PriceCatcher item used for public reference-price matching.,1,pricecatcher:1921
pricecatcher:d2e641e010d2,,4,Round Eggplant,,PriceCatcher item used for public reference-price matching.,1,pricecatcher:1923
pricecatcher:b2d05a2e805b,,5,Kasturi Lime (Calamansi),,PriceCatcher item used for public reference-price matching.,1,pricecatcher:1928
pricecatcher:395751f88ab4,,13,Fresh Coconut Milk (Thick),,PriceCatcher item used for public reference-price matching.,1,pricecatcher:1929
pricecatcher:a9c1e7dc0f11,,4,Imported Big Onion (Pakistan),,PriceCatcher item used for public reference-price matching.,1,pricecatcher:1931
pricecatcher:fe3746853537,,13,Saji Brand Pure Cooking Oil,,PriceCatcher item used for public reference-price matching.,1,pricecatcher:1937
pricecatcher:b6335f24edc0,,13,Alif Brand Pure Cooking Oil,,PriceCatcher item used for public reference-price matching.,1,pricecatcher:1940
pricecatcher:8f71050bf2dc,,14,Soybeans (Imported),,PriceCatcher item used for public reference-price matching.,1,pricecatcher:1944
pricecatcher:e8c12afffb24,,12,Royal Baking Powder (Can),,PriceCatcher item used for public reference-price matching.,1,pricecatcher:1947
pricecatcher:0811bba4afe0,,14,3A Boy Brand Premium Rice (Super Import),,PriceCatcher item used for public reference-price matching.,1,pricecatcher:1951
pricecatcher:79f6f96336e1,,1,Saji Brand Sweetened Condensed Creamer,,PriceCatcher item used for public reference-price matching.,1,pricecatcher:1953
pricecatcher:a2ae531f48ac,,1,Marigold Yogurt (Low Fat) (Strawberry),,PriceCatcher item used for public reference-price matching.,1,pricecatcher:1955
pricecatcher:9265980ade0e,,1,Farm Fresh Dates Milk,,PriceCatcher item used for public reference-price matching.,1,pricecatcher:1960
pricecatcher:b01ba911c7f2,,11,Anmum Essential Step 4 Original Flavor (No Added Sugar) - Box,,PriceCatcher item used for public reference-price matching.,1,pricecatcher:1963
pricecatcher:816c52f48a95,,14,Quaker Oats Instant Oatmeals,,PriceCatcher item used for public reference-price matching.,1,pricecatcher:1964
pricecatcher:e0c0fca444a7,,11,Milna Rusk Biscuits (Assorted Flavors),,PriceCatcher item used for public reference-price matching.,1,pricecatcher:1966
pricecatcher:f3d858128829,,14,Maggi Instant Noodles Curry Flavor,,PriceCatcher item used for public reference-price matching.,1,pricecatcher:1976
pricecatcher:6401de280158,,11,Dumex Dupro 2 (Follow-On Formula),,PriceCatcher item used for public reference-price matching.,1,pricecatcher:2001
pricecatcher:6d32a316461a,,14,Family Brand Super Import Rice,,PriceCatcher item used for public reference-price matching.,1,pricecatcher:2004
pricecatcher:7e002e37d2de,,11,Dutch Lady 123 (Assorted Flavors),,PriceCatcher item used for public reference-price matching.,1,pricecatcher:2009
pricecatcher:3f489ded9ac0,,11,Dutch Lady 456 (Assorted Flavors),,PriceCatcher item used for public reference-price matching.,1,pricecatcher:2010
pricecatcher:e598e784e104,,13,Maggi Tom Yam Soup Cubes,,PriceCatcher item used for public reference-price matching.,1,pricecatcher:2011
pricecatcher:bd35bf9ce10e,,11,Enfagrow A+ Mind Pro Step 3 (Assorted Flavors) (Box),,PriceCatcher item used for public reference-price matching.,1,pricecatcher:2014
pricecatcher:6481773a1cef,,7,Nescafe 3 In 1 Original (Aromatic & Balanced),,PriceCatcher item used for public reference-price matching.,1,pricecatcher:2019
pricecatcher:a60b0f08fe1f,,1,Lactel Yogurt (Fat Free) (Strawberry),,PriceCatcher item used for public reference-price matching.,1,pricecatcher:2020
pricecatcher:cd77e5dbcd7e,,13,Buttercup Spread,,PriceCatcher item used for public reference-price matching.,1,pricecatcher:2022
pricecatcher:dee2155273cf,,1,Everyday Instant Milk Powder,,PriceCatcher item used for public reference-price matching.,1,pricecatcher:2025
pricecatcher:e818d069ac8d,,11,Nan Step 1 Infant Formula (Box),,PriceCatcher item used for public reference-price matching.,1,pricecatcher:2027
pricecatcher:e920fa50e30e,,11,Nan Step 2 Follow-On Formula (Box),,PriceCatcher item used for public reference-price matching.,1,pricecatcher:2030
pricecatcher:29b4ba6dddeb,,11,S-26 Infant Formula Step 1 - (Box),,PriceCatcher item used for public reference-price matching.,1,pricecatcher:2031
pricecatcher:314435128643,,14,Kuda Hijau Brand Wheat Flour,,PriceCatcher item used for public reference-price matching.,1,pricecatcher:2036
pricecatcher:ff32897aa9de,,14,Dried Vermicelli (Longkou Brand),,PriceCatcher item used for public reference-price matching.,1,pricecatcher:2037
pricecatcher:cd0fb0385a00,,3,Round Scad/Sardine (Between 8-12 Fish Per Kilogram),,PriceCatcher item used for public reference-price matching.,1,pricecatcher:2045
pricecatcher:94bab7df7762,,3,Mackeral Tuna (Between 1 And 2 Fish Per Kilogram),,PriceCatcher item used for public reference-price matching.,1,pricecatcher:2047
pricecatcher:8be4d09bc9fd,,11,S-26 Infant Formula Step 1 - (Box) (550G),,PriceCatcher item used for public reference-price matching.,1,pricecatcher:2062
pricecatcher:acd1a3642407,,14,Faiza Emas Brand White Rice (Imported),,PriceCatcher item used for public reference-price matching.,1,pricecatcher:2066
pricecatcher:7420cd4b909e,,14,Jasmine Super 5 Special Brand Rice (Imported),,PriceCatcher item used for public reference-price matching.,1,pricecatcher:2068
pricecatcher:1dfea2bb834b,,4,Short/Japanese Mustard Greens/Siow Pak Choy (1Kg),,PriceCatcher item used for public reference-price matching.,1,pricecatcher:2086
pricecatcher:dcce749c62a3,,4,White Radish (1Kg),,PriceCatcher item used for public reference-price matching.,1,pricecatcher:2087
pricecatcher:fac4175817ad,,11,Fernleaf 1-3 Years (Assorted Flavors),,PriceCatcher item used for public reference-price matching.,1,pricecatcher:2104
pricecatcher:16094113046f,,11,Fernleaf 4-6 Years (Assorted Flavors),,PriceCatcher item used for public reference-price matching.,1,pricecatcher:2105
pricecatcher:1c2414611891,,4,Imported Potato (Pakistan),,PriceCatcher item used for public reference-price matching.,1,pricecatcher:2107
